Attempt,PermitURL,CurrentTime,WithinRange,CurrentScheduledDay,EarliestAllowableDay,NextAvailableDay,SecondAvailableDay,ThirdAvailableDay,FourthAvailableDay
11,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:25,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
12,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:26,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
1,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:36,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
2,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:37,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
3,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:38,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
4,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:39,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
5,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:39,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
6,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:40,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
7,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:41,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
8,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:42,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
9,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:42,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
10,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:43,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
11,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:44,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
12,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:45,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
13,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:45,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
14,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:47,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
15,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:49,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
16,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:49,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
17,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:50,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
18,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:51,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
19,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:52,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
20,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:53,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
21,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:53,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
22,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:54,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
23,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:55,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
24,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:56,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
25,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:56,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
26,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:57,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
27,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:32,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
28,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:34,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
29,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:35,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
30,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:36,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
31,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:37,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
32,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:37,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
33,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:38,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
34,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:39,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
35,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:40,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
36,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:40,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
37,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:42,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
38,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:43,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
39,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:44,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
40,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:45,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
41,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:45,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
42,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:46,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
43,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:47,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
44,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:48,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
45,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:49,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
46,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:49,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
47,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:50,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
48,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 11:51,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
49,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:07,FALSE,8/2/2019,7/24/2019,9/24/2019,10/24/2019,10/25/2019,10/28/2019
50,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:08,FALSE,8/2/2019,7/24/2019,9/24/2019,10/24/2019,10/25/2019,10/28/2019
51,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:09,FALSE,8/2/2019,7/24/2019,9/24/2019,10/24/2019,10/25/2019,10/28/2019
52,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:10,FALSE,8/2/2019,7/24/2019,9/24/2019,10/24/2019,10/25/2019,10/28/2019
53,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:10,FALSE,8/2/2019,7/24/2019,9/24/2019,10/24/2019,10/25/2019,10/28/2019
54,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:11,FALSE,8/2/2019,7/24/2019,9/24/2019,10/24/2019,10/25/2019,10/28/2019
55,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:12,FALSE,8/2/2019,7/24/2019,9/24/2019,10/24/2019,10/25/2019,10/28/2019
56,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:13,FALSE,8/2/2019,7/24/2019,9/24/2019,10/24/2019,10/25/2019,10/28/2019
57,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:14,FALSE,8/2/2019,7/24/2019,9/24/2019,10/24/2019,10/25/2019,10/28/2019
58,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:14,FALSE,8/2/2019,7/24/2019,9/24/2019,10/24/2019,10/25/2019,10/28/2019
59,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:15,FALSE,8/2/2019,7/24/2019,9/24/2019,10/24/2019,10/25/2019,10/28/2019
60,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:16,FALSE,8/2/2019,7/24/2019,9/24/2019,10/24/2019,10/25/2019,10/28/2019
61,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:17,FALSE,8/2/2019,7/24/2019,9/24/2019,10/24/2019,10/25/2019,10/28/2019
62,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:04,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
63,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:04,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
64,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:05,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
65,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:06,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
66,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:07,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
67,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:08,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
68,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:09,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
69,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:09,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
70,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:10,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
71,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:11,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
72,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:12,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
73,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:13,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
74,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:14,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
75,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:15,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
76,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:15,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
77,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:16,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
78,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:17,FALSE,8/2/2019,7/24/2019,7/11/2019,10/24/2019,10/25/2019,10/28/2019
79,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:18,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
80,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:19,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
81,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:20,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
82,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:20,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
83,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:21,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
84,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:22,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
85,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:23,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
86,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:24,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
87,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:25,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
88,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:26,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
89,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:27,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
90,https://cosaccela.seattle.gov/Portal/Cap/CapDetail.aspx?Module=DPDPermits&TabName=DPDPermits&capID1=18DPD&capID2=00000&capID3=97044&agencyCode=SEATTLE,7/10/2019 12:28,FALSE,8/2/2019,7/24/2019,10/24/2019,10/25/2019,10/28/2019,10/29/2019
